asterisk,list_name,author,display_name,book_review_link,isbn10,description,publisher,rank,price,published_date,sunday_review_link,ranks_last_week,weeks_on_list,contributor,contributor_note,primary_isbn10,article_chapter_link,dagger,age_group,isbn13,primary_isbn13,title,bestsellers_date,first_chapter_link
,,Margriet De Moor,,,1559706619,,,,0,,https://www.nytimes.com/2002/01/06/books/fixing-cars-and-training-bears.html,,,,,,,,,9781559706612,,Duke of Egypt: A Novel,,
1,Mass Market Paperback,Elizabeth Hoyt,Paperback Mass-Market Fiction,,1455508349,"Desperate to free her imprisoned brother, a woman blackmails the Ghost of St. Giles, a powerful duke who prowls grim alleys by night in search of his parents' murderer.",Grand Central,6,0,2013-11-03,,,1,by Elizabeth Hoyt,,1455508349,,0,,9781455508341,9781455508341,DUKE OF MIDNIGHT,2013-10-19,
,,Stephen King,,https://www.nytimes.com/2008/01/21/books/21maslin.html,1416552960,A Minnesota contractor moves to Florida to recover from an injury and starts creating paintings with eerie powers.,Pocket,,9.99,,https://www.nytimes.com/2008/03/02/books/review/Campbell-t.html,,,by Stephen King,,,,,,9781416552963,,DUMA KEY,,https://www.nytimes.com/2008/03/02/books/chapters/first-chapter-duma-key.html
,,Joey Anuff,,,0375503889,,,,0,,https://www.nytimes.com/2000/04/23/books/don-t-quit-the-night-job.html,,,,,,,,,9780375503887,,Dumb Money: Adventures of a Day Trader,,
,,Steven Connor,,,0198184336,,,,0,,https://www.nytimes.com/2000/12/17/books/books-in-brief-nonfiction-570680.html,,,,,,,,,9780198184331,,Dumbstruck: A Cultural History of Ventriloquism,,
0,Young Adult Hardcover,Julie Murphy,Young Adult Hardcover,,0062327208,A plus-size woman celebrates life in an alternate skin.,Balzer & Bray,1,0,2015-10-04,,,1,by Julie Murphy,,0062327186,,0,,9780062327208,9780062327185,DUMPLIN',2015-09-19,
,,Frances Spalding,,,0712666400,,,,0,,https://www.nytimes.com/1999/06/06/books/bloomsbury-s-secret.html,,,,,,,,,9780712666404,,Duncan Grant: A Biography,,
,,Jane Green,,,,"In a wealthy Connecticut town, a divorced woman takes a job as an assistant to a famous reclusive novelist with a secret.",Viking,,0,,,,,by Jane Green,,,,,,,,DUNE ROAD,,
,,Frank Herbert,,,0441013597,,,,0,,https://www.nytimes.com/1985/01/06/books/paperback-best-sellers-jan-6-1985fiction-1.html,,,,,,,,,9780441013593,,"Dune, 40th Anniversary Edition (Dune Chronicles, Book 1)",,
,,Hugh Sebag-Montefiore,,,0674029712,,,,0,,https://www.nytimes.com/2007/01/28/books/review/hitchens-sub.html,,,,,,,,,9780674029712,,Dunkirk: Fight to the Last Man,,
,,John Mortimer,,,0670840599,,,,0,,https://www.nytimes.com/1993/01/03/books/fine-tuning-one-s-enemies.html,,,,,,,,,9780670840595,,Dunster,,
,,Paul Kafka-Gibbons,,,0618219188,,,,0,,https://www.nytimes.com/2001/06/24/books/the-capital-gang.html,,,,,,,,,9780618219186,,Dupont Circle: A Novel,,
0,Manga,Ryohgo Narita and Akiyo Satorigi,Manga,,0316335878,Kida and the Yellow Scarves investigate the sudden rise of organized gang activity in the Ikebukuro district.,Yen Press,7,0,2014-10-12,,,1,by Ryohgo Narita and Akiyo Satorigi,,0316335878,,0,,9780316335874,9780316335874,"DURARARA!! YELLOW SCARVES ARC, VOL. 1",2014-09-27,
0,Manga,Ryohgo Narita and Akiyo Satorigi,Manga,,0316204900,"Welcome to life in Ikebukuro, a Japanese city with lots of unusual activity, including the Black Biker, who is rumored to be headless.",Yen Press,4,12.99,2012-02-12,,,1,by Ryohgo Narita and Akiyo Satorigi,,0316204900,,0,,9780316204903,9780316204903,"DURARARA!!, VOL. 1",2012-01-28,
0,Manga,Ryohgo Narita,Manga,,0316209317,"Welcome to life in Ikebukuro, a Japanese city with lots of unusual activity, including the Black Biker, who is rumored to be headless.",Yen Press,5,11.99,2012-05-13,,,1,by Ryohgo Narita,,0316209317,,0,,9780316209311,9780316209311,"DURARARA!!, VOL. 2",2012-04-28,
0,Manga,Ryohgo Narita,Manga,,0316209325,"Journey to Ikebukuro, a Japanese city with lots of unusual activity, including the Black Biker, who is rumored to be headless.",Yen Press,7,11.99,2012-08-12,,,1,by Ryohgo Narita,,0316209325,,0,,9780316209328,9780316209328,"DURARARA!!, VOL. 3",2012-07-28,
,,Ryohgo Narita,,,0316209333,"Journey to Ikebukuro, a Japanese city with lots of unusual activity, including the Black Biker, who is rumored to be headless.","Little, Brown Book Group Limited",,11.99,,,,,by Ryohgo Narita,,,,,,9780316209335,,"DURARARA, VOL. 4",,
,,Ryohgo Narita,,,0316245321,"Journey to Ikebukuro, a Japanese city with lots of unusual activity, including the Black Biker, who is rumored to be headless.",Yen Press,,11.99,,,,,by Ryohgo Narita,,,,,,9780316245326,,"DURARARA: SAIKA ARC, VOL. 1",,
,,Ryohgo Narita and Akiyo Satorigi,,,0316250945,"A serial slasher is running amok in Ikebukuro, a district of Tokyo, and some suspect that an infamous demon blade known as ""Saika"" is the weapon being used.",Yen Press,,0,,,,,by Ryohgo Narita and Akiyo Satorigi,,,,,,9780316250948,,"DURARARA: SAIKA ARC, VOL. 2",,
,,Ryohgo Narita and Akiyo Satorigi,,,0316369012,"A serial slasher is running amok in Ikebukuro, a district of Tokyo, and some suspect that an infamous demon blade known as ""Saika"" is the weapon being used.",Yen Press,,0,,,,,by Ryohgo Narita and Akiyo Satorigi,,,,,,9780316369015,,"DURARARA: SAIKA ARC, VOL. 3",,
,,Joan Chase,,,0345410467,,,,0,,https://www.nytimes.com/1983/06/12/books/romantic-idealism-barnyard-realism.html,,,,,,,,,9780345410467,,During the Reign of the Queen of Persia,,
,,F. Sionil Jose,,,0375751440,,,,0,,https://www.nytimes.com/1998/08/02/books/everybody-s-colony.html,,,,,,,,,9780375751448,,Dusk: A Novel (Modern Library Paperbacks),,
,,Hugh Howey,,,1490904387,"The conclusion to the Silo Saga, a series about survival in a dystopian world that began with Wool.",Hugh Howey,,0,,,,,by Hugh Howey,,,,,,9781490904382,,DUST,,
0,Mass Market Paperback,Patricia Cornwell,Paperback Mass-Market Fiction,,0425270041,"The murder of a computer engineer at M.I.T. leads Kay Scarpetta, the chief medical examiner of Massachusetts, in unexpected directions.",Berkley,6,0,2014-09-21,,,1,by Patricia Cornwell,,0425270041,,0,,9780425270042,9780425270042,DUST,2014-09-06,
,,Ann Marie Low,,,0803279132,,,,0,,https://www.nytimes.com/1985/03/31/books/in-short-nonfiction-133386.html,,,,,,,,,9780803279131,,Dust Bowl Diary,,
,,Anne Isaacs,,,0375867228,,,,0,,https://www.nytimes.com/2010/10/17/books/review/Barcott2-t.html,,,,,,,,,9780375867224,,Dust Devil,,
,,Steven Erikson,,,0765316552,,Tor,,0,,,,,by Steven Erikson,,,,,,9780765316554,,DUST OF DREAMS,,
,,Heather Graham,,,,,Mira,,0,,,,,by Heather Graham,,,,,,,,DUST TO DUST,,
,,Benjamin Busch,,,0062014854,,,,0,,https://www.nytimes.com/2012/04/15/books/review/dust-to-dust-by-benjamin-busch.html,,,,,,,,,9780062014856,,Dust to Dust: A Memoir,,
,,Zora Neale Hurston,,,0062004832,,,,0,,https://www.nytimes.com/1985/04/21/books/a-negro-way-of-saying.html,,,,,,,,,9780062004833,,Dust Tracks on a Road: An Autobiography (P.S.),,
,,Teri Woods,,,0446551546,,Grand Central,,0,,,,,by Teri Woods,,,,,,9780446551540,,DUTCH III: INTERNATIONAL GANGSTER,,
,,John Gregory Dunne,,https://www.nytimes.com/1982/04/01/books/books-of-the-times-032881.html,0671412922,,,,0,,https://www.nytimes.com/1982/03/28/books/a-fisherman-of-guilt.html,,,,,,,,,9780671412920,,"Dutch Shea, Jr.",,
,,Edmund Morris,,,0375756450,,,,0,,https://www.nytimes.com/1999/10/10/books/the-hollow-man.html,,,,,,,,,9780375756450,,Dutch: A Memoir of Ronald Reagan,,
0,E-Book Nonfiction,Robert M Gates,E-Book Nonfiction,,0804148627,The former defense secretary recounts his experience serving Presidents Bush and Obama during the wars in Iraq and Afghanistan.,Knopf,12,0,2014-03-16,https://www.nytimes.com/2014/01/19/books/review/duty-a-memoir-by-robert-m-gates.html,,7,by Robert M. Gates,,0307959481,,0,,9780804148627,9780307959485,DUTY,2014-03-01,
,,Arnold Sawislak,,,0440121914,,,,0,,https://www.nytimes.com/1985/09/01/books/the-unholy-grail-of-granville-swift.html,,,,,,,,,9780440121916,,"Dwarf Rapes Nun, Flees in UFO",,
,,Kirkpatrick Sale,,,0820322059,,,,0,,https://www.nytimes.com/1985/10/06/books/earth-mother-knows-best.html,,,,,,,,,9780820322056,,Dwellers in the Land: The Bioregional Vision,,
,,Tom Wicker,,,0805069070,,,,0,,https://www.nytimes.com/2002/11/24/books/i-like-ike-sort-of.html,,,,,,,,,9780805069075,,Dwight D. Eisenhower,,
,,Mary Jane Clark,,,,,William Morrow,,0,,,,,by Mary Jane Clark,,,,,,,,DYING FOR MERCY,,
,,Eric Jerome Dickey,,,,,Dutton,,0,,,,,by Eric Jerome Dickey,,,,,,,,DYING FOR REVENGE,,
,,Anita Moorjani,,,1401937519,"A woman recalls her experience of fighting cancer, being near death and finding healing.",Hay House,,0,,,,,by Anita Moorjani,,,,,,9781401937515,,DYING TO BE ME,,
,,Lorena McCourtney,,,0800721586,"Between jobs, Cate Kinkaid goes to work for her uncle, a private investigator, but her first routine assignment turns deadly.",Revell,,0,,,,,by Lorena McCourtney,,,,,,9780800721589,,DYING TO READ,,
,,Lisi Harrison,,,,The daughter of a TV journalist falls in love at a Hawaiian tennis tournament; a Clique novel.,"Poppy/Little, Brown",,6.99,,,,,by Lisi Harrison,,,,,Ages 12 and up,,,DYLAN,,
0,Culture,Elijah Wald,Culture,,0062366688,"Newport, Seeger, Dylan and the night that split the sixties.",HarperCollins,7,0,2015-09-13,,,0,by Elijah Wald,,0062366688,,0,,9780062366689,9780062366689,DYLAN GOES ELECTRIC!,2015-08-29,
,,Andrew Lycett,,,1585676861,,,,0,,https://www.nytimes.com/2004/07/04/books/famous-too-soon.html,,,,,,,,,9781585676866,,Dylan Thomas: A New Life,,
0,Combined Print and E-Book Fiction,Jennifer Ryan,Combined Print & E-Book Fiction,,,Can Jessie and Dylan overcome their past for a chance at the future?,Avon Impulse,23,0,2014-08-31,,,0,by  Jennifer Ryan,,None,,0,,,9780062334787,DYLAN'S REDEMPTION,2014-08-16,
,,Christopher Ricks,,,0060599243,,,,0,,https://www.nytimes.com/2004/06/13/books/alfred-tennyson-a-e-housman-now-this.html,,,,,,,,,9780060599249,,Dylan's Visions of Sin,,
,,David Roe,,,0394528980,,,,0,,https://www.nytimes.com/1985/04/07/books/in-short-129835.html,,,,,,,,,9780394528984,,Dynamos and Virgins,,
,,Chris d Lacey,,,,Clay figurines come to life.,"Scholastic, hardcover and paper",,0,,,,,by Chris d Lacey,,,,,Ages 9 to 12,,,D’ Lacey’s Dragons,,
,,Tom Lichtenheld,,https://www.nytimes.com/2011/11/13/books/review/picture-books-about-the-alphabet.html,0811878988,,,,0,,https://www.nytimes.com/2011/11/13/books/review/picture-books-about-the-alphabet.html,,,,,,,,,9780811878982,,E-mergency!,,
0,Advice How-To and Miscellaneous,Pam Grout,"Advice, How-To & Miscellaneous",,1401938906,Nine spiritual experiments to help change the focus of your thoughts.,Hay House,6,0,2013-08-25,,,4,by Pam Grout,,None,,0,,9781401938901,9781401938918,E-SQUARED,2013-08-10,
,,Scott Elledge,,,0393303055,,,,0,,https://www.nytimes.com/1984/02/26/books/the-divided-line-of-stuart-little-s-father.html,,,,,,,,,9780393303056,,E.B. White: A Biography,,
,,Bill McKibben,,,0805090568,,Times,,0,,https://www.nytimes.com/2010/05/09/books/review/Greenberg-t.html,,,by Bill McKibben,,,,,,9780805090567,,EAARTH,,
,,W. D. Snodgrass,,,091852699X,,,,0,,https://www.nytimes.com/1994/04/17/books/on-the-seamy-side-of-the-street.html,,,,,,,,,9780918526991,,Each in His Season (American Poets Continuum),,
,,G. Edward White,,,0195049365,,,,0,,https://www.nytimes.com/1982/07/04/books/revolutionary-justice.html,,,,,,,,,9780195049367,,Earl Warren: A Public Life,,
,,Edward Mendelson,,,0374526958,,,,0,,https://www.nytimes.com/1981/08/09/books/the-poet-young.html,,,,,,,,,9780374526955,,Early Auden,,
,,Rodney Rothman,,,0743270584,,,,0,,https://www.nytimes.com/2005/06/05/books/review/05GENZ01.html,,,,,,,,,9780743270588,,Early Bird: A Memoir of Premature Retirement,,
,,Catherine Anderson,,,045122874X,"In the Old West, a man whose wife was murdered by a gang rescues a kidnapped woman.",Signet,,7.99,,,,,by Catherine Anderson,,,,,,9780451228741,,EARLY DAWN,,
,,Kim Stafford,,,1555973892,,,,0,,https://www.nytimes.com/2003/02/16/books/books-in-brief-nonfiction-233560.html,,,,,,,,,9781555973896,,"Early Morning: Remembering My Father, William Stafford",,
,,B. H. Fairchild,,,0393325660,,,,0,,https://www.nytimes.com/2003/02/23/books/books-in-brief-fiction-poetry-341703.html,,,,,,,,,9780393325669,,Early Occult Memory Systems of the Lower Midwest: Poems,,
,,Kim Harrison,,,0061718173,A slain girl who managed to retain a body works to change the system.,Harper/HarperCollins,,16.99,,,,,by Kim Harrison,,,,,Ages 14 and up,9780061718175,,"EARLY TO DEATH, EARLY TO RISE",,
0,Hardcover Fiction,Jane Smiley,Hardcover Fiction,,0307700321,"The second volume of the Last Hundred Years trilogy, following “Some Luck,” covers the years 1953 to 1986.",Knopf,10,0,2015-05-17,,,1,by Jane Smiley,,0307700321,,0,,9780307700322,9780307700322,EARLY WARNING,2015-05-02,
,,Patti Smith,,,0393313018,,,,0,,https://www.nytimes.com/1994/04/03/books/some-bad-role-models.html,,,,,,,,,9780393313017,,Early Work: 1970-1979,,
0,Hardcover Advice,Tom Coughlin with David Fisher,Hardcover Advice & Misc.,,1591846129,The N.F.L. veteran’s views on preparation and toughness in the face of adversity.,Portfolio/Penguin,8,25.95,2013-03-24,,,1,by Tom Coughlin with David Fisher,,1591846129,,0,,9781591846123,9781591846123,EARN THE RIGHT TO WIN,2013-03-09,
,,Judith Viorst,,,0689716699,,,,0,,https://www.nytimes.com/1990/11/11/books/children-s-books-piercing-questions.html,,,,,,,,,9780689716690,,Earrings! (Aladdin Picture Books),,
,,Jon Stewart and others,,https://www.nytimes.com/2010/09/16/books/16book.html,044657922X,"A visitor’s guide to the human race, presented by ""The Daily Show.""",Grand Central,,0,,,,,by Jon Stewart and others,,,,,,9780446579223,,EARTH (THE BOOK),,
,,Jon Stewart and others,,,0446199435,"A visitor’s guide to the human race, presented by ""The Daily Show.""",Grand Central,,16.99,,,,,by Jon Stewart and others,,,,,,9780446199438,,EARTH (THE BOOK),,
0,Hardcover Graphic Books,James Robinson and Nicola Scott,Hardcover Graphic Books,,1401237746,"Which heroes will fill the void in a world without Superman, Batman and Wonder Woman?",DC Comics,1,22.99,2013-04-07,,,1,by James Robinson and Nicola Scott,,1401237746,,0,,9781401237745,9781401237745,"EARTH 2, VOL. 1",2013-03-23,
0,Hardcover Graphic Books,James Robinson and Nicola Scott,Hardcover Graphic Books,,1401243118,"In a world without Superman, Batman and Wonder Woman, the remaining heroes, like Dr. Fate and Kid Flash are on the run from the World Army.",DC Comics,3,0,2013-10-27,,,1,by James Robinson and Nicola Scott,,1401243118,,0,,9781401243111,9781401243111,"EARTH 2, VOL. 2",2013-10-12,
0,Hardcover Fiction,Orson Scott Card,Hardcover Fiction,,0765367378,"One hundred years before ""Ender's Game,"" the aliens arrived on Earth with fire and death. This is the story of the First Formic War.",Tor,21,0,2013-06-23,,,0,by Orson Scott Card,,0765329050,,0,,9780765367372,9780765329059,EARTH AFIRE,2013-06-08,
0,Combined Print and E-Book Fiction,Orson Scott Card and Aaron Johnston,Combined Print & E-Book Fiction,,1429948817,,Tor,25,0,2014-06-29,,,0,by Orson Scott Card and Aaron Johnston,,1429948817,,0,,9781429948814,9781429948814,EARTH AWAKENS,2014-06-14,
0,Mass Market Paperback,Christine Feehan,Paperback Mass-Market Fiction,,0515155578,A stranger becomes infatuated with Lexi after freeing her from a cult's clutches; a Sea Haven novel.,Jove,1,0,2015-07-26,,,1,by Christine Feehan,,0515155578,,0,,9780515155570,9780515155570,EARTH BOUND,2015-07-11,
,,Robert Burleigh,,,0810934868,,,,0,,https://www.nytimes.com/2003/03/09/books/children-s-books-bookshelf-541028.html,,,,,,,,,9780810934863,,Earth From Above for Young Readers,,
,,Mark Hertsgaard,,,0767900596,,,,0,,https://www.nytimes.com/1999/01/17/books/a-dirty-shame.html,,,,,,,,,9780767900591,,Earth Odyssey: Around the World in Search of Our Environmental Future,,
0,Hardcover Fiction,Orson Scott Card and Aaron Johnston,Hardcover Fiction,,0765329042,The beginning of the First Formic War; the back story to “Ender’s Game.”,Tor/Tom Doherty,32,0,2012-08-19,,,0,by Orson Scott Card and Aaron Johnston,,0765329042,,0,,9780765329042,9780765329042,EARTH UNAWARE,2012-08-04,
,,Richard Fortey,,,0375706208,,,,0,,https://www.nytimes.com/2004/12/12/books/review/12LAMBL.html,,,,,,,,,9780375706202,,Earth: An Intimate History,,
,,Anthony Burgess,,,1609450841,,,,0,,https://www.nytimes.com/1994/03/13/books/new-noteworthy-paperbacks-345555.html,,,,,,,,,9781609450847,,Earthly Powers,,
,,Lev Kopelev,,,0394527844,,,,0,,https://www.nytimes.com/1983/09/18/books/an-exiled-soviet-scholar.html,,,,,,,,,9780394527840,,Ease my sorrows: A memoir,,
,,Christopher Patten,,,0812932323,,,,0,,https://www.nytimes.com/1998/09/13/books/chinese-checkers.html,,,,,,,,,9780812932324,,"East and West: China, Power, and the Future of Asia",,
,,Ruth Prawer Jhabvala,,,1582430349,,,,0,,https://www.nytimes.com/1998/11/29/books/passage-to-america.html,,,,,,,,,9781582430348,,East Into Upper East: Plain Tales from New York and New Delhi,,
,,David Guterson,,,1400032652,,,,0,,https://www.nytimes.com/1999/05/09/books/bringing-it-all-back-home.html,,,,,,,,,9781400032655,,East of the Mountains,,
0,Paperback Graphic Books,Jonathan Hickman and Nick Dragotta,Paperback Graphic Books,,1607068559,"The four horsemen walk the Earth in this sci-fi western, but not together. Death has broken away and given up his apocalyptic obligations to pursue a more personal quest: love!",Image Comics,5,0,2014-05-04,,,1,by Jonathan Hickman and Nick Dragotta,,1607068559,,0,,9781607068556,9781607068556,EAST OF WEST VOL. 2,2014-04-19,
0,Paperback Graphic Books,Jonathan Hickman and Nick Dragotta,Paperback Graphic Books,,1632151146,"The four horsemen walk the Earth in this sci-fi western, but not together. Death has broken away and given up his apocalyptic obligations to pursue a more personal quest: love!",Image Comics,7,0,2014-11-02,,,1,by Jonathan Hickman and Nick Dragotta,,1632151146,,0,,9781632151148,9781632151148,"EAST OF WEST, VOL. 3",2014-10-18,
0,Paperback Graphic Books,Jonathan Hickman and Nick Dragotta,Paperback Graphic Books,,1607067706,"The four horsemen walk the Earth in this sci-fi western, but not together. Death has broken away and given up his apocalyptic obligations to pursue a more personal quest: love!",Image Comics,6,0,2013-10-13,,,1,by Jonathan Hickman and Nick Dragotta,,1607067706,,0,,9781607067702,9781607067702,"EAST OF WEST, VOL.1",2013-09-28,
,,Louis Auchincloss,,,0618452443,,,,0,,https://www.nytimes.com/2004/12/19/books/review/19MALLONL.html,,,,,,,,,9780618452446,,East Side Story: A Novel,,
,,Liza Dalby,,,0520250532,,,,0,,https://www.nytimes.com/2007/05/13/books/review/Goodyear-t.html,,,,,,,,,9780520250536,,East Wind Melts the Ice: A Memoir through the Seasons,,
,,Tom Wicker,,,0688106285,,,,0,,https://www.nytimes.com/1998/02/15/books/rush-to-judgment.html,,,,,,,,,9780688106287,,Easter Lilly: A Novel of the South Today,,
,,Jayne Rylon and Mari Carr,,,1609285476,,Samhain Publishing,,0,,,,,by Jayne Rylon and Mari Carr,,,,,,9781609285470,,EASTERN AMBITIONS,,
0,Combined Print and E-Book Fiction,Tammara Webber,Combined Print & E-Book Fiction,,0985661801,A girl finds herself on her own and surrounded by appealing men after the boyfriend she has followed to college dumps her.,Tammara Webber,29,0,2012-07-01,,,0,by Tammara Webber,,None,,0,,9780985661809,A00B0085ZHMA8,EASY,2012-06-16,
